geolocation_city,avg,avg
cajuri,-20.788628855033426,-42.79602770750053
são sebastião do maranhão,-18.088601318339943,-42.5746737393351
vila valerio,-18.993925372118266,-40.38154368273644
nova mamore,-10.40785475014387,-65.33233871387739
quatigua,-23.567164957817077,-49.914189212040725
sao jose dos salgados,-20.251464857577545,-43.78770607558941
nova santa bárbara,-23.589913450317706,-50.76177081289478
sao roberto,-5.022305956790936,-44.99585150775175
franca sp,-20.498886301649826,-47.41638826917823
buritinópolis,-14.455764796962804,-46.43602351126784
itaquitinga,-7.666740539884649,-35.10280339470674
gameleiras,-15.082894964401877,-43.11934976595888
são domingos,-21.534658520477674,-49.2052001857882
maceio,-9.629092475768118,-35.73120478518641
são martinho,-27.44024819218879,-51.71773254767146
maçambará,-29.1468368479062,-56.06447949766176
carolina,-7.331741136185456,-47.46865088345743
cafeara,-22.790333812014374,-51.71560039329486
sao joao da canabrava,-6.818036093741583,-41.34643746634227
paraiso das aguas,-19.022340074574466,-53.011876155382154
nova aurora,-23.931387864768034,-52.79832889133653
vargem alegre,-20.256674941183817,-42.6652950980055
flores da cunha,-29.03539479261437,-51.183657457831
flores do piaui,-7.793244752280681,-42.92285833320805
campinaçu,-13.817835221019232,-48.56700680836642
itape,-14.895201180813057,-39.42603540282296
joão monlevade,-19.82019593457614,-43.17203467274237
vicentinopolis,-17.732967967039855,-49.804965173473676
vila pereira,-18.264602213772427,-41.05109267336996
trajano de morais,-22.066152448315123,-42.062392948048895
aguas de sao pedro,-22.602185297395447,-47.87191829441937
manicore,-5.812151097181488,-61.295842878247456
aperibé,-21.62591387155748,-42.105486188667456
santa quitéria,-4.331202030682048,-40.15505922546381
santarem novo,-0.9306623862693522,-47.39280276247925
gravatá,-8.202674438271144,-35.56508996245958
luís correia,-2.8830445084337972,-41.65670996086773
porto velho,-8.77289653490376,-63.89860537563004
matoes do norte,-3.6283011943315135,-44.55683603279019
estreito,-6.559559478054802,-47.444238726302686
virginopolis,-18.815083726867183,-42.70146249164633
salinas da margarida,-12.874081355187329,-38.760463746164696
sao felix do xingu,-6.693242026340441,-51.9811630981991
nossa senhora aparecida,-10.39738859724768,-37.45376908216266
juritis,-22.52583236898587,-48.37461357329222
cássia,-20.58713204817199,-46.9214416484698
abare,-8.689967452179038,-39.16414406899501
jardim olinda,-22.55257661345575,-52.037545966940456
durande,-20.20146919673814,-41.79965193893924
sao joao dos patos,-6.497919943913467,-43.701193078794525
salitre,-7.2824524244620426,-40.4551867769576
luiziania,-21.67548353550346,-50.328426035986055
itapajé,-3.6896549980340874,-39.581495521042406
anajatuba,-3.2657824748273394,-44.61562673124349
chã preta,-9.257274856621232,-36.29757991509285
pilao arcado,-9.99599665372046,-42.485952171697676
ibo,-8.632654834390816,-39.244385616931496
jaguaruana,-4.840907944503907,-37.781214193406534
luis domingues,-1.3301820273715597,-45.89889162502565
andarai,-12.777115285366513,-41.27650549536144
frutal do campo,-22.841944938849487,-50.51726608229308
cachoeira do arari,-1.0132279577706589,-48.96197529268475
portelandia,-17.354908914001747,-52.679143239752065
almirante tamandare,-25.33344901327026,-49.284017291490684
são joaquim,-28.29089794005561,-49.93411354581249
poa,-23.526764005818052,-46.34701941573554
caiabu,-22.01608919110996,-51.235956619346624
arroio do tigre,-29.333450448380365,-52.995051771964
itacaré,-14.279026545455705,-38.992964822808034
japi,-6.466574062489451,-35.94618002002062
santo antonio do planalto,-28.40026089412962,-52.69416765534373
inhacora,-27.882120215453295,-54.0176804593119
dom cavati,-19.37801185896951,-42.10845895356205
jandira,-23.541060858353738,-46.90344430260754
araujos,-19.94457922756843,-45.1666509178228
mauá,-23.670057616135328,-46.44894410939103
ponte nova,-20.410110572813988,-42.89889898447687
licínio de almeida,-14.672187601095155,-42.49795036145297
cristianópolis,-17.20100142712217,-48.70373416132373
nova maringa,-13.02126112449943,-57.09229705866826
vista alegre do alto,-21.172081008607663,-48.632422076534624
itaporanga,-19.23280042169425,-46.39510158688101
nobres,-14.712726951281514,-56.315191309999776
itapoa,-26.077578649610935,-48.61126085062627
coivaras,-5.090599187693916,-42.20321237693925
pindaré-mirim,-3.6469947608979267,-45.369819105674594
bandeirantes,-22.637663207376445,-50.96309939547897
serio,-29.383545629545285,-52.27168468689234
pulinopolis,-23.343247176994566,-52.09326980253107
arcos,-20.288301513728257,-45.54130069344619
quinta,-32.109579650389634,-52.345917124541614
sandolândia,-12.536577480692385,-49.924034554061286
imaculada,-7.387134648529148,-37.508443536306565
alenquer,-1.9460951778154754,-54.73822449983298
fazenda souza,-29.12527999999997,-51.014719999999954
governador edison lobão,-5.749654465197202,-47.36037479074031
glorinha,-29.881225047560317,-50.783526291666284
guararapes,-21.25058666062858,-50.646445039254175
governador mangabeira,-12.601161055340535,-39.04582470442742
lagoa dos patos,-16.985899346747413,-44.589809914457916
frei rogerio,-27.17524708346367,-50.80646337532781
delta,-19.975218972128946,-47.776658689809146
jacaraú,-6.61403273191337,-35.292956514579565
poço verde,-10.709732006200122,-38.18382181003914
almeirim,-1.5275035267552195,-52.577149947932085
itapiratins,-8.384346546804515,-48.10832264057147
sao sebastiao da bela vista,-22.161900970272534,-45.76152670313317
nanuque,-17.84407589460684,-40.34926222509277
carlos chagas,-17.656998028766996,-40.871312653284875
sao joao da fronteira,-3.946711711414225,-41.272075185321135
relvado,-29.11208911108231,-52.07063944038339
agua clara,-20.44129869474028,-52.87690731857362
laje,-13.1704966150297,-39.4246229974844
sao joao do itaperiu,-26.60867544997104,-48.79554126879177
nazaré da mata,-7.744419540534986,-35.226903913590945
sao miguel do aleixo,-10.386074758058108,-37.37878589064772
taliandia,-2.922426055574731,-48.94390648726414
solidao,-7.600485181900316,-37.651253389335146
salvador das missões,-28.11946007604101,-54.83611678076041
rondonópolis,-16.46021819005805,-54.63056750252944
atibaia,-23.123134519244502,-46.56048198733116
itaguara,-20.36573224413548,-44.435452722428046
sento se,-9.74128464868366,-41.881331365800605
canoas,-29.92165587909877,-51.17449523716548
itajai,-26.908681805460123,-48.68189996611665
bom jesus das selvas,-4.502895843702964,-46.85549096141207
ribeirao do largo,-15.485117875162295,-40.681054291437185
trairão,-4.700382243792525,-55.995497224044435
palmeiras de goiás,-16.80586705159347,-49.922926448151244
são vicente do sul,-29.694679308371693,-54.676261396925895
nova olímpia,-15.648648501413277,-56.88103105769123
tailandia,-2.939982148163506,-48.943157055599
sao joao,-23.64699366517741,-50.62474269814193
sao francisco do maranhao,-6.252255240743883,-42.85788508058088
ribeirãozinho,-16.48555609157048,-52.69145553226608
serra dourada,-12.759336072245091,-43.946930605128756
rubineia,-20.17265089872927,-51.000742406012144
paranaiguara,-18.903257418828375,-50.649640624584805
anagé,-14.610797833111864,-41.13701921768496
estrela d'oeste,-20.285321013480104,-50.39781092987255
valença,-17.28726872951438,-41.1209442790022
hidrolina,-14.72203312995615,-49.46887210409343
dumont,-21.23981310767113,-47.977066104779475
major isidoro,-9.53984172112725,-37.01495524695751
olaria,-21.86084295267034,-43.93540762223418
brazópolis,-22.473258796168654,-45.61600201080715
guzolandia,-20.648419751271632,-50.65996296816583
vila nova de minas,-16.45148999999995,-43.82175999999996
antonio goncalves,-10.57302558573597,-40.275827657027556
jesuitas,-24.38441853558092,-53.38804704909376
eirunepé,-6.664403821426281,-69.86642857223498
são josé do ouro,-28.227434475144484,-51.489592180083825
verdelândia,-15.586714190520878,-43.615001237995
colonia do piaui,-7.22707753088996,-42.17773119428683
aguaí,-22.05648350363854,-46.97580853572164
congonhas do norte,-18.813848577294387,-43.674726518902574
sao jose do calcado,-21.01979562880531,-41.65307634575108
passa quatro,-22.387188678365757,-44.967286269257556
queixada,-17.275828583692395,-42.014991706917755
tejupa,-23.38092125913761,-49.31942956589433
riachao do dantas,-11.070452056258544,-37.72670462439397
mata roma,-3.624041087270268,-43.114992633354376
aroazes,-6.105346329212214,-41.78832315437302
jitaúna,-14.019129198907898,-39.890882222034556
japuíba,-22.562116392820727,-42.68819230199053
canela,-29.360522517268652,-50.81028933199042
rochedo de minas,-21.62417923099198,-43.01763900854448
luzerna,-27.130096819084226,-51.468750527438964
urupema,-27.95455565055758,-49.87983509946278
jaborá,-27.172002251104182,-51.739028594210716
darcinopolis,-6.708779579782304,-47.75111927485602
parnaiba,-2.915041924395967,-41.76216804354515
jardinópolis,-21.164599669595113,-47.89916848914266
silveira carvalho,-23.543365499999997,-46.889442
ibicaré,-27.09123190807334,-51.36923623562387
sampaio correia,-22.863531581694385,-42.60022426607615
prudencio thomaz,-21.65249882825977,-54.43375249029554
conde,-11.022077794250388,-37.130409719348776
uruara,-3.7204419834309848,-53.73961125183501
ibira,-21.082888666910048,-49.239357134312364
barra longa,-20.28331413855323,-43.03934543153544
patrocinio do muriae,-21.152749524982866,-42.210978450382086
erechim,-27.639169118303386,-52.27064372191645
exu,-7.525154097314616,-39.728361077088714
niterói,-22.90206880660813,-43.08976824334162
caraíbas,-14.724405861180806,-41.260887876945
milton brandao,-4.70305718498977,-41.44855448725276
tres palmeiras,-27.614102927019065,-52.84469235105763
santa barbara de goias,-16.574013438476612,-49.69482291728631
alto alegre do maranhao,-4.214134911794691,-44.44951278413494
barao ataliba nogueira,-22.381617751708017,-46.74721971320819
nova roma,-13.741770516069943,-46.88151285654092
claraval,-20.401546767101205,-47.28560867100956
eloi mendes,-21.608719335217607,-45.56648975327391
sao domingos do maranhao,-5.580938778192171,-44.382079982096066
porto alegre do tocantins,-11.562463161585722,-47.048530316973896
são paulo de olivença,-3.468474003147058,-68.9573465902978
materlandia,-18.472767932018556,-43.059607558705785
tenente laurentino cruz,-6.147540501484277,-36.71732568614248
aripuanã,-10.183186386436542,-59.45683982655064
monte carlo,-27.210942777159815,-50.97304571716087
neolândia,-20.478631260132712,-45.12082193559866
altinopolis,-21.02087356955779,-47.377170499566446
ibiporã,-23.27059947746359,-51.05311989283495
caraubas,-5.790224475947397,-37.55789839845081
areiópolis,-22.672084388136987,-48.664230353430156
miguel alves,-4.168805666971771,-42.894166922649426
forquetinha,-29.375500874211436,-52.11097017246785
riolândia,-19.98258818370258,-49.68037865271743
barra de santana,-7.523320024290516,-35.998917676645306
glória de dourados,-22.41739057757848,-54.23133288665161
porto real,-22.427801854013033,-44.30627265296702
tanque novo,-13.54867326722335,-42.49498048592371
curvelo,-18.763418422299832,-44.4331567713198
arambaré,-30.907751516020756,-51.499425843416034
acaua,-8.21782599334695,-41.0820652414531
santo antonio do paraiso,-23.492907469083107,-50.644083939133516
bom repouso,-22.470052425523427,-46.14709172537161
são josé da barra,-20.7239492481938,-46.30474555659566
santa rita do pardo,-21.303031710720877,-52.825833285557046
chapadao do ceu,-18.397778569223078,-52.662005886865465
jaru,-10.436959998460997,-62.47324970516086
farol,-24.095231428626477,-52.62324187707923
canguçu,-31.39954433220965,-52.67556628292411
araucária,-25.58110427726189,-49.38827233752239
ubá,-21.119405121930953,-42.941209198115594
divino de sao lourenco,-20.610866500881528,-41.69537459347884
boraceia,-22.19615762773832,-48.77774974951167
funilândia,-19.37945652606964,-44.05961129477318
palmeira do piauí,-8.727818405285653,-44.23789089651426
carandai,-20.949625817717436,-43.804211698019074
são ludgero,-28.332079307931007,-49.17801270621753
ribeirao pires,-23.704158858486934,-46.40744088300762
sao jose do piaui,-6.863954787217288,-41.47791545632817
parapuã,-21.781982113820163,-50.791928343589554
sao goncalo do para,-19.984979720357053,-44.854579989707545
campos dos goytacaze,-21.77725700490737,-41.33030736721621
brejo do cruz,-6.34754264719811,-37.4999982744409
conservatória,-22.28639529037941,-43.919400573815935
palestina do pará,-5.74380781439731,-48.31996260478912
vicentina,-22.40970208156436,-54.44501732191914
são francisco de sales,-19.86229007356663,-49.76992942242488
ponta de pedras,-1.3952194277239753,-48.868240678041744
uniflor,-23.08697376841961,-52.15756037104218
sao domingos do capim,-1.675861129902715,-47.77126744184149
bonópolis,-13.649852774530087,-49.83210913621961
porto de cima,-25.354419800752265,-48.8792488743464
japaraíba,-20.13967910227216,-45.50258689539273
águas frias,-26.880533366316897,-52.862501232917424
catanduvas,-26.688397182476564,-51.96590306413845
santa rita do sapucaí,-22.24546676518464,-45.707408617072566
lontra,-15.90154634987234,-44.30109215501223
chapada dos guimaraes,-15.420503378565497,-55.72550495658795
garruchos,-28.185559646953863,-55.63986294958386
laguna carapa,-22.56447992554778,-55.15409857819852
cerro largo,-28.14663826314015,-54.73789166122699
itaguai,-22.870432145449534,-43.78675548014122
formosa,-15.544024654910428,-47.3322574355854
brasília de minas,-16.22854264321944,-44.438449599682706
macaubas,-13.020601940766815,-42.69281178698479
santo inácio,-22.68881535032408,-51.78655271471496
maues,-3.3937181191205195,-57.71475525433456
ângulo,-23.195024319113028,-51.917293900224045
cansanção,-10.668507701674848,-39.49768813253392
jucati,-8.706377277867823,-36.486692885604455
sao joao de meriti,-22.78612646434463,-43.36984637905666
acrelandia,-10.05360609871141,-67.0321262765574
balneario pinhal,-30.244333143421496,-50.26465313833557
são brás,-10.12661809593617,-36.89832968747444
são josé de ubá,-21.359215306936647,-41.939981650072376
alto caparao,-20.44423852885907,-41.870487718389626
riqueza,-27.059609588126293,-53.32609304434151
emilianópolis,-21.83248523671995,-51.483907842887206
nova ubiratã,-12.987467562918123,-55.025113806192365
votuporanga,-20.41831349447957,-49.97354155865328
iramaia,-13.293708586372302,-40.957560340136084
barra do corda,-5.504495037749826,-45.24672365808473
almadina,-14.704574197522883,-39.63759360043721
corumbatai do sul,-24.101029121105753,-52.11709725331264
sa£o paulo,-23.639872442408677,-46.71357089884005
são joão das duas pontes,-20.390894999133323,-50.38156540356391
indaiatuba,-23.0958230684599,-47.21478983064319
vila langaro,-28.110776724485344,-52.14372244902304
jaboticatubas,-19.50166679561941,-43.76724693633196
aguas vermelhas,-15.64515303095306,-41.48340835828968
adhemar de barros,-22.69031468157406,-52.73463407849236
divinolândia,-21.661425100712965,-46.73517854695164
rocas novas,-19.75985055383611,-43.63309193019173
mombaca,-5.745425297035205,-39.628938485011
casimiro de abreu,-22.48761407412746,-42.190019555523406
barra do ribeiro,-30.298293740430662,-51.30898296329025
itainopolis,-7.447700933780151,-41.48159226211789
palestina do para,-5.822403093105976,-48.33192990380279
riachão das neves,-11.747170416974114,-44.90616071324045
alta alegre dos parecis,-12.131338609068512,-61.85347578961117
boa vista do buricá,-27.66711952792061,-54.1111694229936
buritama,-21.067287508771535,-50.144401871142136
caparao,-20.523716387733852,-41.906406757978026
conceicao do caninde,-7.903116545431383,-41.56501653036158
uba,-21.113979078613276,-42.94508443159544
divisa nova,-21.509803394507347,-46.19615933517706
